OFFICIAL ELECTION RESULTS
Bucks
nameplace,Contest Name,Candidate Name,Votes,Voter Turnout
"Doylestown Boro 1st-1st","Attorney General (Rep)","Craig Williams","35","43.84%"
"Doylestown Boro 1st-1st","Attorney General (Rep)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Auditor General (Dem)","Malcolm Kenyatta","191","43.84%"
"Doylestown Boro 1st-1st","Auditor General (Dem)","Mark Pinsley","62","43.84%"
"Doylestown Boro 1st-1st","Auditor General (Dem)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Auditor General (Rep)","Tim DeFoor","122","43.84%"
"Doylestown Boro 1st-1st","Auditor General (Rep)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","State Treasurer (Dem)","Ryan Bizzarro","149","43.84%"
"Doylestown Boro 1st-1st","State Treasurer (Dem)","Erin McClelland","106","43.84%"
"Doylestown Boro 1st-1st","State Treasurer (Dem)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","State Treasurer (Rep)","Stacy Garrity","119","43.84%"
"Doylestown Boro 1st-1st","State Treasurer (Rep)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Representative in Congress (Dem)","Ashley Ehasz","260","43.84%"
"Doylestown Boro 1st-1st","Representative in Congress (Dem)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Representative in Congress (Rep)","Brian Fitzpatrick","95","43.84%"
"Doylestown Boro 1st-1st","Representative in Congress (Rep)","Mark Houck","37","43.84%"
"Doylestown Boro 1st-1st","Representative in Congress (Rep)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Representative in the General Assembly 29th (Dem)","Tim Brennan","263","43.84%"
"Doylestown Boro 1st-1st","Representative in the General Assembly 29th (Dem)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Representative in the General Assembly 29th (Rep)","Steve Mekanik","122","43.84%"
"Doylestown Boro 1st-1st","Representative in the General Assembly 29th (Rep)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","222","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","239","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","231","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","247","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Yota Palli","220","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Charles Quann","219","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Write-in","3","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Write-in","2","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Democratic National Convention (Dem)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Marie Miller","38","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Ellen Cox","81","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Liz Diehl","30","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Jim Worthington","98","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","David A. Christian","84","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Write-in","2","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Delegate to the Republican National Convention  (Rep)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","43","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","63","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","81","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","10","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","18","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","19","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","63","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","43.84%"
"Doylestown Boro 1st-1st","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","1","43.84%"
"Doylestown Boro 1st-1st","Doylestown Boro 1-1 Committeeman (Rep)","Richard Tems","113","43.84%"
"Doylestown Boro 1st-1st","Doylestown Boro 1-1 Committeeman (Rep)","Write-in","4","43.84%"
"Doylestown Boro 1st-1st","Doylestown Boro 1-1 Committeewoman (Rep)","Kristine E. Longshore","117","43.84%"
"Doylestown Boro 1st-1st","Doylestown Boro 1-1 Committeewoman (Rep)","Write-in","3","43.84%"
"Doylestown Boro 1st-2nd","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","247","41.74%"
"Doylestown Boro 1st-2nd","Presidential Electors  (Dem)","Dean Phillips","7","41.74%"
"Doylestown Boro 1st-2nd","Presidential Electors  (Dem)","Write-in","10","41.74%"
"Doylestown Boro 1st-2nd","Presidential Electors (Rep)","Nikki R. Haley","29","41.74%"
"Doylestown Boro 1st-2nd","Presidential Electors (Rep)","Donald J. Trump","69","41.74%"
"Doylestown Boro 1st-2nd","Presidential Electors (Rep)","Write-in","4","41.74%"
"Doylestown Boro 1st-2nd","United States Senator (Dem)","Robert P. Casey, Jr.","255","41.74%"
"Doylestown Boro 1st-2nd","United States Senator (Dem)","Write-in","6","41.74%"
"Doylestown Boro 1st-2nd","United States Senator (Rep)","Dave McCormick","84","41.74%"
"Doylestown Boro 1st-2nd","United States Senator (Rep)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Dem)","Jack Stollsteimer","20","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Dem)","Eugene DePasquale","18","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Dem)","Joe Khan","200","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Dem)","Keir Bradford-Grey","10","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Dem)","Jared Solomon","18","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Dem)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Rep)","Dave Sunday","51","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Rep)","Craig Williams","29","41.74%"
"Doylestown Boro 1st-2nd","Attorney General (Rep)","Write-in","1","41.74%"
"Doylestown Boro 1st-2nd","Auditor General (Dem)","Malcolm Kenyatta","201","41.74%"
"Doylestown Boro 1st-2nd","Auditor General (Dem)","Mark Pinsley","51","41.74%"
"Doylestown Boro 1st-2nd","Auditor General (Dem)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Auditor General (Rep)","Tim DeFoor","79","41.74%"
"Doylestown Boro 1st-2nd","Auditor General (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","State Treasurer (Dem)","Ryan Bizzarro","161","41.74%"
"Doylestown Boro 1st-2nd","State Treasurer (Dem)","Erin McClelland","86","41.74%"
"Doylestown Boro 1st-2nd","State Treasurer (Dem)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","State Treasurer (Rep)","Stacy Garrity","76","41.74%"
"Doylestown Boro 1st-2nd","State Treasurer (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Representative in Congress (Dem)","Ashley Ehasz","259","41.74%"
"Doylestown Boro 1st-2nd","Representative in Congress (Dem)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Representative in Congress (Rep)","Brian Fitzpatrick","71","41.74%"
"Doylestown Boro 1st-2nd","Representative in Congress (Rep)","Mark Houck","32","41.74%"
"Doylestown Boro 1st-2nd","Representative in Congress (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Representative in the General Assembly 29th (Dem)","Tim Brennan","266","41.74%"
"Doylestown Boro 1st-2nd","Representative in the General Assembly 29th (Dem)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Representative in the General Assembly 29th (Rep)","Steve Mekanik","79","41.74%"
"Doylestown Boro 1st-2nd","Representative in the General Assembly 29th (Rep)","Write-in","1","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","220","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","238","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","224","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","240","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Yota Palli","219","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Charles Quann","214","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Write-in","6","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Democratic National Convention (Dem)","Write-in","3","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Marie Miller","21","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Ellen Cox","41","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Liz Diehl","22","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Jim Worthington","56","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","David A. Christian","57","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Delegate to the Republican National Convention  (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Mike Domanico","24","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Vanessa Maurer","35","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Kathie Doyle","53","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Khalif M. Williams, Sr.","7","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Ron Arooj","17","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Andrea Winstanley","9","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Sharon Diasio","34","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Alternate Delegate to the Republican National Convention  (Rep)","Write-in","0","41.74%"
"Doylestown Boro 1st-2nd","Doylestown Boro 1-2 Committeeman (Rep)","Sean McVan","75","41.74%"
"Doylestown Boro 1st-2nd","Doylestown Boro 1-2 Committeeman (Rep)","Write-in","1","41.74%"
"Doylestown Boro 1st-2nd","Doylestown Boro 1-2 Committeewoman (Rep)","Write-in","6","41.74%"
"Doylestown Boro 2nd-1st","Presidential Electors  (Dem)","Joseph R. Biden, Jr.","216","38.06%"
"Doylestown Boro 2nd-1st","Presidential Electors  (Dem)","Dean Phillips","9","38.06%"
"Doylestown Boro 2nd-1st","Presidential Electors  (Dem)","Write-in","13","38.06%"
"Doylestown Boro 2nd-1st","Presidential Electors (Rep)","Nikki R. Haley","34","38.06%"
"Doylestown Boro 2nd-1st","Presidential Electors (Rep)","Donald J. Trump","67","38.06%"
"Doylestown Boro 2nd-1st","Presidential Electors (Rep)","Write-in","2","38.06%"
"Doylestown Boro 2nd-1st","United States Senator (Dem)","Robert P. Casey, Jr.","228","38.06%"
"Doylestown Boro 2nd-1st","United States Senator (Dem)","Write-in","6","38.06%"
"Doylestown Boro 2nd-1st","United States Senator (Rep)","Dave McCormick","87","38.06%"
"Doylestown Boro 2nd-1st","United States Senator (Rep)","Write-in","1","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Dem)","Jack Stollsteimer","25","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Dem)","Eugene DePasquale","18","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Dem)","Joe Khan","170","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Dem)","Keir Bradford-Grey","11","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Dem)","Jared Solomon","9","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Dem)","Write-in","2","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Rep)","Dave Sunday","63","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Rep)","Craig Williams","28","38.06%"
"Doylestown Boro 2nd-1st","Attorney General (Rep)","Write-in","1","38.06%"
"Doylestown Boro 2nd-1st","Auditor General (Dem)","Malcolm Kenyatta","171","38.06%"
"Doylestown Boro 2nd-1st","Auditor General (Dem)","Mark Pinsley","55","38.06%"
"Doylestown Boro 2nd-1st","Auditor General (Dem)","Write-in","4","38.06%"
"Doylestown Boro 2nd-1st","Auditor General (Rep)","Tim DeFoor","83","38.06%"
"Doylestown Boro 2nd-1st","Auditor General (Rep)","Write-in","2","38.06%"
"Doylestown Boro 2nd-1st","State Treasurer (Dem)","Ryan Bizzarro","109","38.06%"
"Doylestown Boro 2nd-1st","State Treasurer (Dem)","Erin McClelland","116","38.06%"
"Doylestown Boro 2nd-1st","State Treasurer (Dem)","Write-in","1","38.06%"
"Doylestown Boro 2nd-1st","State Treasurer (Rep)","Stacy Garrity","81","38.06%"
"Doylestown Boro 2nd-1st","State Treasurer (Rep)","Write-in","1","38.06%"
"Doylestown Boro 2nd-1st","Representative in Congress (Dem)","Ashley Ehasz","229","38.06%"
"Doylestown Boro 2nd-1st","Representative in Congress (Dem)","Write-in","6","38.06%"
"Doylestown Boro 2nd-1st","Representative in Congress (Rep)","Brian Fitzpatrick","76","38.06%"
"Doylestown Boro 2nd-1st","Representative in Congress (Rep)","Mark Houck","28","38.06%"
"Doylestown Boro 2nd-1st","Representative in Congress (Rep)","Write-in","1","38.06%"
"Doylestown Boro 2nd-1st","Representative in the General Assembly 29th (Dem)","Tim Brennan","238","38.06%"
"Doylestown Boro 2nd-1st","Representative in the General Assembly 29th (Dem)","Write-in","3","38.06%"
"Doylestown Boro 2nd-1st","Representative in the General Assembly 29th (Rep)","Steve Mekanik","88","38.06%"
"Doylestown Boro 2nd-1st","Representative in the General Assembly 29th (Rep)","Write-in","2","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Arthur Steinberg","194","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Diane M. Ellis-Marseglia","208","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Eleanor Breslin","199","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Steven Santarsiero","209","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Yota Palli","188","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Charles Quann","189","38.06%"
"Doylestown Boro 2nd-1st","Delegate to the Democratic National Convention (Dem)","Write-in","6","38.06%"
